,code,date,거래대금,시가총액
60,005930,2021-11-02,1204673,4268394
61,047820,2021-11-02,517748,5960
62,121800,2021-11-02,458797,7947
63,293490,2021-11-02,390450,64530
64,258830,2021-11-02,338840,2021
65,001390,2021-11-02,336661,5685
66,000660,2021-11-02,311462,782602
67,086980,2021-11-02,268668,4463
68,034020,2021-11-02,251361,130195
69,302440,2021-11-02,249891,178245
70,005930,2021-11-01,807716,4172878
71,293490,2021-11-01,782515,65650
72,064260,2021-11-01,583473,6184
73,348370,2021-11-01,578832,12086
74,000660,2021-11-01,329823,775322
75,112040,2021-11-01,301152,61027
76,034020,2021-11-01,284034,124748
77,058630,2021-11-01,255486,2394
78,011000,2021-11-01,252466,13586
79,121800,2021-11-01,230999,7079
80,005930,2021-10-29,1196597,4166908
81,112040,2021-10-29,593526,60794
82,000660,2021-10-29,412811,749842
83,081150,2021-10-29,324293,1200
84,121800,2021-10-29,315689,6577
85,068270,2021-10-29,307413,276559
86,064260,2021-10-29,286691,5667
87,066570,2021-10-29,284202,197195
88,051910,2021-10-29,267912,590151
89,006400,2021-10-29,258286,504731
90,005930,2021-10-28,1459533,4220636
91,000660,2021-10-28,669797,775322
92,066410,2021-10-28,601699,2505
93,037030,2021-10-28,583719,1252
94,034020,2021-10-28,525929,125526
95,092220,2021-10-28,366631,4014
96,051910,2021-10-28,355240,600034
97,000270,2021-10-28,331686,348612
98,282880,2021-10-28,307400,3448
99,009150,2021-10-28,301060,124738
100,005930,2021-10-27,723286,4184817
101,206560,2021-10-27,593804,5946
102,011200,2021-10-27,540276,109050
103,086980,2021-10-27,470504,4738
104,112040,2021-10-27,444949,56105
105,034020,2021-10-27,340757,133307
106,033830,2021-10-27,311924,2865
107,102460,2021-10-27,307595,10205
108,000660,2021-10-27,293197,738922
109,051900,2021-10-27,263472,190698
110,005930,2021-10-26,746413,4244515
111,034020,2021-10-26,608691,135382
112,112040,2021-10-26,484715,53544
113,000660,2021-10-26,354502,742562
114,033830,2021-10-26,318120,2725
115,041190,2021-10-26,302129,9912
116,125210,2021-10-26,299304,2787
117,081150,2021-10-26,294253,1140
118,256840,2021-10-26,287345,15794
119,352820,2021-10-26,244164,133553
120,034020,2021-10-25,1125694,133566
121,005930,2021-10-25,702792,4190787
122,017670,2021-10-25,387657,223026
123,011700,2021-10-25,354080,1526
124,094820,2021-10-25,302009,2457
125,000660,2021-10-25,296227,728002
126,035720,2021-10-25,289844,561155
127,205470,2021-10-25,251257,5646
128,259960,2021-10-25,246865,238883
129,066970,2021-10-25,241149,64607
130,261780,2021-10-22,635465,3435
131,005930,2021-10-22,590534,4202726
132,192080,2021-10-22,451197,12237
133,377030,2021-10-22,433318,5373
134,291230,2021-10-22,361876,4759
135,206560,2021-10-22,291929,5401
136,034020,2021-10-22,268616,117227
137,064260,2021-10-22,262981,5088
138,293490,2021-10-22,254833,56613
139,035720,2021-10-22,251841,567835
140,005930,2021-10-21,766060,4190786
141,066970,2021-10-21,540443,68854
142,121800,2021-10-21,485778,6074
143,222080,2021-10-21,370482,10147
144,041190,2021-10-21,345148,9450
145,034020,2021-10-21,339626,119820
146,247540,2021-10-21,323673,90152
147,263750,2021-10-21,302213,71187
148,035720,2021-10-21,295904,570062
149,037030,2021-10-21,281975,1011
150,005930,2021-10-20,715666,4196756
151,064260,2021-10-20,648661,5136
152,035720,2021-10-20,638092,570062
153,086980,2021-10-20,438850,4344
154,009270,2021-10-20,295222,3562
155,352820,2021-10-20,252397,124764
156,150840,2021-10-20,246427,1942
157,034020,2021-10-20,244008,113077
158,035420,2021-10-20,243820,669371
159,035900,2021-10-20,241433,17375
160,005930,2021-10-19,671983,4214666
161,066970,2021-10-19,572983,75518
162,204630,2021-10-19,531718,1698
163,035720,2021-10-19,509756,567835
164,112040,2021-10-19,489139,46060
165,011040,2021-10-19,423906,5107
166,054090,2021-10-19,420180,1213
167,027710,2021-10-19,403518,3041
168,092220,2021-10-19,391346,4096
169,950220,2021-10-19,390357,11170
170,005930,2021-10-18,942009,4190786
171,092220,2021-10-18,463273,4032
172,307750,2021-10-18,385337,8390
173,041190,2021-10-18,352573,9114
174,026890,2021-10-18,315675,6626
175,034020,2021-10-18,311530,119820
176,256840,2021-10-18,294235,17726
177,002880,2021-10-18,287191,2449
178,204630,2021-10-18,262249,1605
179,006400,2021-10-18,252892,484786
180,005930,2021-10-15,1270264,4184817
181,256840,2021-10-15,746315,17030
182,034020,2021-10-15,606077,121635
183,041190,2021-10-15,548053,8610
184,000660,2021-10-15,410990,716353
185,094820,2021-10-15,402678,2510
186,009270,2021-10-15,394448,3259
187,112040,2021-10-15,327726,40008
188,035720,2021-10-15,283689,543340
189,033830,2021-10-15,275980,2935
190,005930,2021-10-14,1352534,4143028
191,256840,2021-10-14,1064878,17829
192,112040,2021-10-14,584617,38977
193,034020,2021-10-14,496586,116448
194,035720,2021-10-14,470207,541113
195,051910,2021-10-14,395021,598620
196,307750,2021-10-14,381311,7973
197,066970,2021-10-14,367633,72337
198,027710,2021-10-14,345491,3136
199,035420,2021-10-14,271716,648838
200,005930,2021-10-13,1670336,4107210
201,256840,2021-10-13,559880,14609
202,066970,2021-10-13,495017,73685
203,024890,2021-10-13,451158,2545
204,034020,2021-10-13,442046,112817
205,011040,2021-10-13,326772,4415
206,035720,2021-10-13,319404,521072
207,009270,2021-10-13,306242,2828
208,013360,2021-10-13,291081,4051
209,000660,2021-10-13,281115,669761
210,005930,2021-10-12,2151234,4119149
211,035720,2021-10-12,435522,505484
212,000660,2021-10-12,434375,666121
213,086980,2021-10-12,416842,4500
214,051910,2021-10-12,396912,561912
215,195940,2021-10-12,353657,19134
216,053050,2021-10-12,345273,1145
217,035420,2021-10-12,306984,611058
218,017370,2021-10-12,297088,1336
219,006400,2021-10-12,250120,455905
220,005930,2021-10-08,1009009,4268394
221,086980,2021-10-08,867726,4488
222,035720,2021-10-08,467215,523299
223,195940,2021-10-08,461244,19105
224,206560,2021-10-08,459528,4818
225,003670,2021-10-08,435368,122004
226,000660,2021-10-08,386100,684321
227,256840,2021-10-08,373903,12341
228,222080,2021-10-08,361351,10837
229,285130,2021-10-08,358560,23559
230,005930,2021-10-07,981528,4274363
231,256840,2021-10-07,653557,14171
232,035720,2021-10-07,607441,531765
233,195940,2021-10-07,527043,18065
234,206560,2021-10-07,506617,4957
235,000660,2021-10-07,367445,696697
236,035420,2021-10-07,324428,646374
237,086980,2021-10-07,320421,4025
238,000020,2021-10-07,318608,5600
239,302440,2021-10-07,290174,175567
240,195940,2021-10-06,1703807,16851
241,005930,2021-10-06,1361134,4256454
242,256840,2021-10-06,994064,13784
243,093370,2021-10-06,555898,19447
244,035720,2021-10-06,525668,502840
245,005690,2021-10-06,417040,9023
246,068270,2021-10-06,398624,292420
247,302440,2021-10-06,398013,176332
248,195990,2021-10-06,339886,2929
249,035420,2021-10-06,310559,612700
250,005930,2021-10-05,1729663,4310182
251,256840,2021-10-05,676302,14995
252,195940,2021-10-05,568719,19712
253,068270,2021-10-05,548012,300696
254,035720,2021-10-05,547570,493941
255,112040,2021-10-05,381076,16128
256,206560,2021-10-05,372543,4196
257,011200,2021-10-05,339982,122833
258,302440,2021-10-05,325200,191632
259,000660,2021-10-05,317776,712713
260,005930,2021-10-01,1157441,4369880
261,005290,2021-10-01,626194,16658
262,256840,2021-10-01,556744,21127
263,206560,2021-10-01,509511,4133
264,011200,2021-10-01,408264,128914
265,222080,2021-10-01,373425,11641
266,138490,2021-10-01,353623,7999
267,086980,2021-10-01,320826,3630
268,307750,2021-10-01,311589,9372
269,035720,2021-10-01,273268,518415
270,005930,2021-09-30,1478002,4423608
271,222080,2021-09-30,987379,12303
272,035720,2021-09-30,549314,525090
273,011790,2021-09-30,519187,63996
274,000660,2021-09-30,398750,749842
275,220260,2021-09-30,346004,4408
276,234100,2021-09-30,337595,1998
277,000020,2021-09-30,337282,4985
278,036570,2021-09-30,331488,132382
279,086980,2021-09-30,320097,3693
280,005930,2021-09-29,1783148,4423608
281,000660,2021-09-29,637440,728002
282,027710,2021-09-29,451024,3387
283,220260,2021-09-29,447983,4315
284,302440,2021-09-29,386278,209227
285,035720,2021-09-29,367003,518415
286,096770,2021-09-29,333526,245494
287,257720,2021-09-29,320545,2906
288,247540,2021-09-29,303429,97912
289,307750,2021-09-29,296466,10844
290,005930,2021-09-28,1182788,4554943
291,256840,2021-09-28,586974,31073
292,377220,2021-09-28,572721,2746
293,035720,2021-09-28,408141,522865
294,036460,2021-09-28,391219,44079
295,066970,2021-09-28,352769,62240
296,138490,2021-09-28,344418,7334
297,035420,2021-09-28,337447,644732
298,000660,2021-09-28,306328,753482
299,096770,2021-09-28,301896,241333
300,005930,2021-09-27,906520,4638520
301,009270,2021-09-27,501689,2831
302,093370,2021-09-27,461149,20697
303,035720,2021-09-27,439718,533990
304,025980,2021-09-27,353889,10994
305,302440,2021-09-27,341277,216495
306,066970,2021-09-27,307242,66735
307,020150,2021-09-27,300610,45602
308,086980,2021-09-27,276654,3511
309,066410,2021-09-27,262693,1959
310,066970,2021-09-24,960456,65836
311,005930,2021-09-24,947459,4614641
312,086980,2021-09-24,650154,3918
313,035720,2021-09-24,634778,531765
314,302440,2021-09-24,534469,209992
315,078600,2021-09-24,367287,14922
316,066410,2021-09-24,334051,1922
317,025980,2021-09-24,318589,10099
318,051910,2021-09-24,302790,537205
319,093370,2021-09-24,292807,17965
320,005930,2021-09-23,1318209,4620611
321,035720,2021-09-23,730619,511740
322,051910,2021-09-23,562372,536499
323,302440,2021-09-23,549833,198135
324,068270,2021-09-23,353637,392422
325,205470,2021-09-23,342740,6331
326,206650,2021-09-23,333048,18585
327,329180,2021-09-23,302196,87974
328,003490,2021-09-23,275902,118954
329,000660,2021-09-23,264308,768042
330,329180,2021-09-17,1955251,98982
331,005930,2021-09-17,1250678,4608672
332,222080,2021-09-17,693218,10664
333,035720,2021-09-17,573773,531765
334,302440,2021-09-17,440807,208462
335,194480,2021-09-17,437524,17930
336,138490,2021-09-17,383063,6308
337,256840,2021-09-17,349856,25636
338,000660,2021-09-17,349698,778962
339,038110,2021-09-17,345351,1126
340,005930,2021-09-16,1000181,4543004
341,035720,2021-09-16,585615,540665
342,006400,2021-09-16,521666,498542
343,000660,2021-09-16,377545,757122
344,247540,2021-09-16,370769,99777
345,222080,2021-09-16,363872,9658
346,086520,2021-09-16,288273,19842
347,028050,2021-09-16,252394,52822
348,035420,2021-09-16,248682,660338
349,105840,2021-09-16,247559,2154
350,035720,2021-09-15,1132627,545115
351,005930,2021-09-15,987847,4596732
352,222080,2021-09-15,805012,9601
353,028050,2021-09-15,520646,52626
354,247540,2021-09-15,384093,97519
355,323410,2021-09-15,358244,327819
356,051910,2021-09-15,326385,506853
357,000660,2021-09-15,313066,782602
358,035420,2021-09-15,294741,657874
359,302440,2021-09-15,238399,214200
360,035720,2021-09-14,2289006,551790
361,005930,2021-09-14,1404206,4572853
362,323410,2021-09-14,714550,331144
363,035420,2021-09-14,651685,661160
364,247540,2021-09-14,578808,95744
365,395400,2021-09-14,484010,8960
366,066970,2021-09-14,409084,53182
367,194480,2021-09-14,369212,13691
368,122350,2021-09-14,322104,2476
369,000660,2021-09-14,265229,782602
370,035720,2021-09-13,1086901,554015
371,066970,2021-09-13,952561,51833
372,005930,2021-09-13,865368,4554944
373,247540,2021-09-13,543614,88379
374,005070,2021-09-13,350934,15645
375,357580,2021-09-13,345364,2760
376,035420,2021-09-13,314256,670194
377,323410,2021-09-13,305112,306914
378,008350,2021-09-13,270135,4511
379,089140,2021-09-13,240990,2903
380,035720,2021-09-10,1293457,578489
381,247540,2021-09-10,839134,87787
382,005930,2021-09-10,760038,4495246
383,035420,2021-09-10,543277,673479
384,273640,2021-09-10,484835,3181
385,323410,2021-09-10,467430,327344
386,259960,2021-09-10,376416,218812
387,000270,2021-09-10,328694,334424
388,090410,2021-09-10,311481,1410
389,032300,2021-09-10,283301,8518
390,035720,2021-09-09,1900427,571448
391,005930,2021-09-09,1329972,4495246
392,035420,2021-09-09,789692,655410
393,247540,2021-09-09,618397,78384
394,323410,2021-09-09,414086,342072
395,259960,2021-09-09,368484,232519
396,000660,2021-09-09,335049,749842
397,025550,2021-09-09,289250,3212
398,302440,2021-09-09,286442,227970
399,011790,2021-09-09,282711,62482
400,035720,2021-09-08,2398154,615919
401,035420,2021-09-08,1029181,672658
402,005930,2021-09-08,876355,4554944
403,323410,2021-09-08,429694,343497
404,220260,2021-09-08,364937,3518
405,302440,2021-09-08,360863,219555
406,038110,2021-09-08,345870,1396
407,032080,2021-09-08,328779,1515
408,000660,2021-09-08,305775,771682
409,138490,2021-09-08,299827,4750
410,005930,2021-09-07,1001313,4543004
411,307750,2021-09-07,570875,6575
412,323410,2021-09-07,446407,346823
413,093370,2021-09-07,425937,17317
414,302440,2021-09-07,412741,235237
415,039240,2021-09-07,370905,2850
416,025550,2021-09-07,349642,3016
417,089140,2021-09-07,345076,2724
418,051910,2021-09-07,310497,535089
419,028300,2021-09-07,281546,71975
420,005930,2021-09-06,993041,4614641
421,256840,2021-09-06,664853,21772
422,093370,2021-09-06,615453,16622
423,011000,2021-09-06,539628,17316
424,302440,2021-09-06,503059,235620
425,051910,2021-09-06,406878,529442
426,323410,2021-09-06,405428,367727
427,032080,2021-09-06,392232,1424
428,307750,2021-09-06,372858,5912
429,035720,2021-09-06,290513,691519
430,302440,2021-09-03,1124749,256275
431,005930,2021-09-03,912171,4572853
432,066570,2021-09-03,601974,251199
433,051910,2021-09-03,512548,511794
434,112040,2021-09-03,412215,22142
435,102460,2021-09-03,377783,11249
436,131390,2021-09-03,337902,5053
437,323410,2021-09-03,324388,383880
438,066670,2021-09-03,314828,1714
439,039240,2021-09-03,311775,2367
440,323410,2021-09-02,1850635,389107
441,005930,2021-09-02,1160799,4537034
442,256840,2021-09-02,742218,21720
443,271940,2021-09-02,642087,33262
444,051910,2021-09-02,557242,501911
445,028300,2021-09-02,509528,68415
446,064550,2021-09-02,406568,23497
447,006400,2021-09-02,387640,515733
448,130660,2021-09-02,326608,4743
449,011200,2021-09-02,302938,163373
450,005930,2021-09-01,1229256,4584792
451,028300,2021-09-01,667950,64272
452,051910,2021-09-01,666642,508970
453,323410,2021-09-01,554585,421889
454,112040,2021-09-01,506638,18093
455,064550,2021-09-01,505306,22539
456,000660,2021-09-01,504302,786242
457,032300,2021-09-01,400761,8474
458,034020,2021-09-01,366808,112537
459,302440,2021-09-01,338606,236002
460,005930,2021-08-31,1658965,4578823
461,302440,2021-08-31,998249,239827
462,017670,2021-08-31,935980,214739
463,028300,2021-08-31,776512,58873
464,256840,2021-08-31,593745,16928
465,000660,2021-08-31,515093,775322
466,086520,2021-08-31,511575,20852
467,112040,2021-08-31,485636,15909
468,035720,2021-08-31,472238,689296
469,263750,2021-08-31,458119,62446
470,028300,2021-08-30,1453372,62373
471,263750,2021-08-30,1182874,67545
472,005930,2021-08-30,944485,4453457
473,256840,2021-08-30,492840,16077
474,019170,2021-08-30,467904,37195
475,067630,2021-08-30,428463,15445
476,036570,2021-08-30,417344,142481
477,015860,2021-08-30,409627,4288
478,383310,2021-08-30,391905,18442
479,003580,2021-08-30,375974,12791
480,005930,2021-08-27,1123709,4435548
481,263750,2021-08-27,889109,58937
482,036570,2021-08-27,701826,144677
483,025550,2021-08-27,521075,2111
484,064550,2021-08-27,414379,18757
485,106240,2021-08-27,392402,5197
486,259960,2021-08-27,381315,243023
487,293490,2021-08-27,371292,60411
488,000660,2021-08-27,358793,753482
489,068270,2021-08-27,351934,406217
490,005930,2021-08-26,1254628,4453457
491,293490,2021-08-26,918903,63771
492,036570,2021-08-26,767260,155654
493,263750,2021-08-26,707406,58208
494,302440,2021-08-26,459938,218790
495,033160,2021-08-26,417484,5735
496,015860,2021-08-26,406080,3997
497,000660,2021-08-26,387504,757122
498,084650,2021-08-26,380267,3852
499,256840,2021-08-26,378149,13295
500,005930,2021-08-25,1688298,4519125
501,256840,2021-08-25,658562,13527
502,302440,2021-08-25,577587,214200
503,069260,2021-08-25,531285,11221
504,323410,2021-08-25,501766,390057
505,035720,2021-08-25,438332,671507
506,028300,2021-08-25,379188,52667
507,051910,2021-08-25,367334,564032
508,003530,2021-08-25,349071,10083
509,000660,2021-08-25,331965,753482
510,005930,2021-08-24,1574548,4513155
511,028300,2021-08-24,713467,51235
512,051910,2021-08-24,707993,555559
513,323410,2021-08-24,565588,405735
514,302440,2021-08-24,474784,232560
515,000660,2021-08-24,467564,764402
516,048550,2021-08-24,464778,5878
517,006400,2021-08-24,407101,529482
518,256840,2021-08-24,367435,10898
519,005420,2021-08-24,333092,5344
520,005930,2021-08-23,1424675,4375850
521,051910,2021-08-23,769429,563324
522,064550,2021-08-23,625870,16941
523,000660,2021-08-23,470161,749842
524,038070,2021-08-23,463528,3274
525,323410,2021-08-23,438641,426639
526,265560,2021-08-23,422276,2127
527,035720,2021-08-23,393910,660389
528,302440,2021-08-23,387326,247477
529,068270,2021-08-23,382027,391732
530,005930,2021-08-20,1633796,4340031
531,323410,2021-08-20,1446904,432341
532,038070,2021-08-20,1076695,3137
533,302440,2021-08-20,638499,252832
534,139990,2021-08-20,568302,8861
535,259960,2021-08-20,541710,240333
536,000660,2021-08-20,485591,746202
537,383310,2021-08-20,438111,15778
538,035720,2021-08-20,403451,640378
539,003220,2021-08-20,327634,4191
540,005930,2021-08-19,1630829,4363910
541,323410,2021-08-19,1214266,437092
542,302440,2021-08-19,1093921,256657
543,208710,2021-08-19,727624,2593
544,000660,2021-08-19,635489,746202
545,259960,2021-08-19,617582,240822
546,089860,2021-08-19,603058,20331
547,035720,2021-08-19,412982,651495
548,036570,2021-08-19,386283,187267
549,265560,2021-08-19,370390,2063
550,005930,2021-08-18,2156728,4411668
551,323410,2021-08-18,1902924,401459
552,302440,2021-08-18,1209122,245565
553,000660,2021-08-18,833497,757122
554,028300,2021-08-18,689439,44552
555,259960,2021-08-18,541537,229331
556,053280,2021-08-18,518044,3725
557,032300,2021-08-18,498586,6510
558,003220,2021-08-18,468327,4616
559,038070,2021-08-18,427155,2905
560,302440,2021-08-17,3995839,244035
561,005930,2021-08-17,2304423,4429578
562,323410,2021-08-17,2023550,415237
563,000660,2021-08-17,799844,738922
564,038070,2021-08-17,542727,2942
565,259960,2021-08-17,528035,220774
566,064550,2021-08-17,484393,13916
567,035720,2021-08-17,474667,631483
568,222080,2021-08-17,472173,8336
569,285130,2021-08-17,377751,35194
570,005930,2021-08-13,4575268,4441517
571,000660,2021-08-13,1163592,738922
572,302440,2021-08-13,841116,220702
573,323410,2021-08-13,833266,363926
574,035080,2021-08-13,719980,7485
575,259960,2021-08-13,714091,213684
576,293490,2021-08-13,651621,57648
577,068290,2021-08-13,594443,4935
578,051910,2021-08-13,355887,632504
579,383310,2021-08-13,344007,6963
580,005930,2021-08-12,3276635,4596732
581,000660,2021-08-12,1936648,731642
582,019170,2021-08-12,1185505,38042
583,302440,2021-08-12,1074134,218407
584,086520,2021-08-12,705919,20178
585,383310,2021-08-12,475214,6837
586,361610,2021-08-12,458019,155070
587,195940,2021-08-12,441158,20117
588,323410,2021-08-12,435829,350623
589,035720,2021-08-12,431722,655578
590,005930,2021-08-11,2389977,4686278
591,302440,2021-08-11,1876835,229500
592,323410,2021-08-11,1612277,353474
593,000660,2021-08-11,1465523,768042
594,259960,2021-08-11,698969,199014
595,068760,2021-08-11,575933,57084
596,137310,2021-08-11,564766,66196
597,068270,2021-08-11,527107,390302
598,095660,2021-08-11,466751,8780
599,208710,2021-08-11,370671,2195
600,302440,2021-08-10,4145606,230647
601,259960,2021-08-10,2247959,221996
602,323410,2021-08-10,1951618,339221
603,005930,2021-08-10,1643108,4787765
604,285130,2021-08-10,1233347,34665
605,086520,2021-08-10,631062,18233
606,000660,2021-08-10,611419,819002
607,207940,2021-08-10,501392,626582
608,064550,2021-08-10,461373,11521
609,042000,2021-08-10,359219,8079
610,323410,2021-08-09,3693290,372953
611,005930,2021-08-09,1267668,4865372
612,195940,2021-08-09,1124624,19799
613,247540,2021-08-09,581619,68737
614,302440,2021-08-09,535363,177862
615,035720,2021-08-09,444684,657800
616,365270,2021-08-09,427268,7238
617,042000,2021-08-09,424261,9360
618,086520,2021-08-09,383626,17691
619,005070,2021-08-09,372948,14817
620,323410,2021-08-06,3750576,331619
621,005930,2021-08-06,1090226,4865372
622,302440,2021-08-06,939434,187042
623,035720,2021-08-06,607216,646689
624,102460,2021-08-06,389717,11374
625,031330,2021-08-06,384642,5889
626,002900,2021-08-06,378993,3689
627,009270,2021-08-06,305771,2249
628,038070,2021-08-06,270200,2075
629,032080,2021-08-06,262424,1308
630,005930,2021-08-05,1526104,4901191
631,302440,2021-08-05,912243,159120
632,256840,2021-08-05,468058,11749
633,001440,2021-08-05,444848,24323
634,000660,2021-08-05,417742,873602
635,089890,2021-08-05,405626,2628
636,048550,2021-08-05,388678,5772
637,365270,2021-08-05,387369,5876
638,206560,2021-08-05,371494,3561
639,006400,2021-08-05,369996,530170
640,005930,2021-08-04,2117643,4948949
641,377030,2021-08-04,755167,7201
642,048550,2021-08-04,606035,5696
643,035080,2021-08-04,537681,7696
644,000660,2021-08-04,506426,880882
645,096770,2021-08-04,475843,225152
646,035720,2021-08-04,462257,664467
647,011200,2021-08-04,453571,160129
648,302440,2021-08-04,331348,161032
649,063440,2021-08-04,323652,1581
650,005930,2021-08-03,1966480,4859402
651,377030,2021-08-03,631290,6843
652,256840,2021-08-03,581204,9945
653,302440,2021-08-03,569613,156060
654,000660,2021-08-03,525012,873602
655,048550,2021-08-03,400372,4695
656,035720,2021-08-03,388019,640022
657,035420,2021-08-03,354639,703045
658,293490,2021-08-03,336596,62244
659,208710,2021-08-03,329701,2195
660,005930,2021-08-02,929154,4734037
661,035080,2021-08-02,830182,7786
662,302440,2021-08-02,764437,150705
663,000660,2021-08-02,492895,844482
664,035720,2021-08-02,318224,648911
665,078890,2021-08-02,305278,2813
666,051910,2021-08-02,267457,609914
667,065660,2021-08-02,245739,8733
668,293490,2021-08-02,240415,64483
669,045300,2021-08-02,239673,843
670,005930,2021-07-30,1086489,4686278
671,377030,2021-07-30,398451,5623
672,307750,2021-07-30,395196,4617
673,004830,2021-07-30,349700,3590
674,066570,2021-07-30,348280,257744
675,000660,2021-07-30,326825,819002
676,078890,2021-07-30,315790,2805
677,035720,2021-07-30,304456,653356
678,011200,2021-07-30,289660,162156
679,365270,2021-07-30,287430,4981
680,005930,2021-07-29,1134761,4716127
681,256840,2021-07-29,466272,8786
682,000660,2021-07-29,348088,829922
683,365270,2021-07-29,317917,4894
684,307750,2021-07-29,306500,4018
685,208710,2021-07-29,262440,1955
686,035720,2021-07-29,261766,660023
687,293490,2021-07-29,256429,69857
688,035420,2021-07-29,245502,721935
689,025750,2021-07-29,226393,1848
690,005930,2021-07-28,1000757,4728067
691,000660,2021-07-28,686797,829922
692,352910,2021-07-28,466502,3166
693,035420,2021-07-28,404050,726042
694,035720,2021-07-28,403247,657800
695,025980,2021-07-28,342697,9375
696,003580,2021-07-28,332766,11456
697,007110,2021-07-28,315757,2300
698,151860,2021-07-28,266503,7812
699,357580,2021-07-28,262157,1988
700,005930,2021-07-27,900949,4686278
701,025980,2021-07-27,522305,8863
702,035720,2021-07-27,495511,657800
703,347860,2021-07-27,413986,5370
704,027710,2021-07-27,388168,2874
705,035420,2021-07-27,345810,742468
706,000660,2021-07-27,341653,844482
707,006400,2021-07-27,328302,522606
708,007110,2021-07-27,324292,2323
709,293490,2021-07-27,319605,72021
710,005930,2021-07-26,792955,4704188
711,293490,2021-07-26,640484,70902
712,035720,2021-07-26,604756,655578
713,347860,2021-07-26,473718,7169
714,035420,2021-07-26,388979,742468
715,383310,2021-07-26,305767,3599
716,053280,2021-07-26,302625,4500
717,014580,2021-07-26,288246,1941
718,014830,2021-07-26,285825,10533
719,064260,2021-07-26,283374,5274
720,007390,2021-07-23,1109629,20263
721,035720,2021-07-23,789592,664467
722,005930,2021-07-23,723398,4734037
723,293490,2021-07-23,583287,74932
724,035420,2021-07-23,493135,742468
725,316140,2021-07-23,410296,80893
726,005380,2021-07-23,354660,481821
727,053280,2021-07-23,342007,4387
728,048550,2021-07-23,327292,3769
729,005490,2021-07-23,296040,308202
730,293490,2021-07-22,1511024,74783
731,005930,2021-07-22,1003546,4757916
732,035720,2021-07-22,841825,655578
733,011000,2021-07-22,544707,22956
734,035080,2021-07-22,498539,7136
735,035420,2021-07-22,453587,722757
736,365270,2021-07-22,432150,4093
737,047820,2021-07-22,300987,4752
738,303530,2021-07-22,295577,1775
739,307750,2021-07-22,256999,3763
740,035720,2021-07-21,1533955,644467
741,005930,2021-07-21,971439,4686278
742,293490,2021-07-21,828182,65976
743,042670,2021-07-21,706776,13273
744,034020,2021-07-21,559746,124803
745,011000,2021-07-21,527742,23724
746,007390,2021-07-21,438028,23591
747,035420,2021-07-21,383205,703045
748,307750,2021-07-21,352155,3395
749,347860,2021-07-21,344528,6899
750,035720,2021-07-20,1003229,675579
751,005930,2021-07-20,979766,4716127
752,347860,2021-07-20,760986,6662
753,011000,2021-07-20,704042,26074
754,289220,2021-07-20,446245,9809
755,003720,2021-07-20,347383,1383
756,035420,2021-07-20,344819,721114
757,011700,2021-07-20,339307,1377
758,052690,2021-07-20,320893,23505
759,247540,2021-07-20,318137,58852
760,005930,2021-07-19,1039019,4716127
761,323990,2021-07-19,707295,14400
762,002700,2021-07-19,648293,2042
763,035720,2021-07-19,536709,684468
764,383310,2021-07-19,410365,3029
765,137310,2021-07-19,402184,61033
